state_abbrev,state_fips,county_name,county_fips,date,AWND,PRCP,TAVG,TMAX,TMIN
IN,18,Allen,003,2025-11-27T00:00:00,18.8,0.0,30.0,32.0,27.0
IN,18,Allen,003,2025-11-28T00:00:00,11.4,0.0,28.0,33.0,17.0
IN,18,Allen,003,2025-11-29T00:00:00,9.6,0.59,24.0,31.0,17.0
IN,18,Allen,003,2025-11-30T00:00:00,20.8,0.06,29.0,36.0,19.0
IN,18,Allen,003,2025-12-01T00:00:00,4.7,0.12,18.0,27.0,7.0
IN,18,Allen,003,2025-12-02T00:00:00,7.6,0.06,25.0,28.0,16.0
IN,18,Allen,003,2025-12-03T00:00:00,13.9,0.0,21.0,27.0,17.0
IN,18,Allen,003,2025-12-04T00:00:00,6.9,0.0,24.0,29.0,2.0
IN,18,Allen,003,2025-12-05T00:00:00,5.1,0.0,10.0,27.0,-3.0
IN,18,Allen,003,2025-12-06T00:00:00,9.6,0.0,28.0,33.0,16.0
IN,18,Allen,003,2025-12-07T00:00:00,7.8,0.06,28.0,32.0,19.0
IN,18,Allen,003,2025-12-08T00:00:00,7.8,0.0,18.0,24.0,4.0
IN,18,Allen,003,2025-12-09T00:00:00,13.4,0.03,22.0,37.0,5.0
IN,18,Allen,003,2025-12-10T00:00:00,19.9,0.1,35.0,38.0,30.0
IN,18,Allen,003,2025-12-11T00:00:00,8.7,0.0,29.0,30.0,26.0
IN,18,Allen,003,2025-12-12T00:00:00,4.3,0.0,27.0,32.0,25.0
IN,18,Allen,003,2025-12-13T00:00:00,15.0,0.1,24.0,30.0,9.0
IN,18,Allen,003,2025-12-14T00:00:00,14.1,0.0,7.0,13.0,1.0
IN,18,Allen,003,2025-12-15T00:00:00,11.2,0.0,10.0,20.0,2.0
IN,18,Allen,003,2025-12-16T00:00:00,9.4,0.0,21.0,36.0,10.0
IN,18,Allen,003,2025-12-17T00:00:00,11.4,0.0,37.0,44.0,28.0
IN,18,Allen,003,2025-12-18T00:00:00,16.6,0.27,43.0,55.0,33.0
IN,18,Allen,003,2025-12-19T00:00:00,18.8,0.0,24.0,38.0,14.0
IN,18,Allen,003,2025-12-20T00:00:00,14.8,0.0,29.0,41.0,20.0
IN,18,Allen,003,2025-12-21T00:00:00,8.3,0.0,30.0,34.0,20.0
IN,18,Allen,003,2025-12-22T00:00:00,6.7,0.0,31.0,43.0,21.0
IN,18,Allen,003,2025-12-23T00:00:00,10.1,0.0,44.0,51.0,32.0
IN,18,Allen,003,2025-12-24T00:00:00,5.6,0.02,35.0,43.0,26.0
IN,18,Allen,003,2025-12-25T00:00:00,10.3,0.0,40.0,46.0,34.0
IN,18,Allen,003,2025-12-26T00:00:00,11.0,0.06,41.0,57.0,34.0
IN,18,Allen,003,2025-12-27T00:00:00,7.4,0.0,40.0,41.0,38.0
IN,18,Allen,003,2025-12-28T00:00:00,15.4,0.55,50.0,64.0,37.0
IN,18,Allen,003,2025-12-29T00:00:00,28.2,0.0,28.0,37.0,14.0
IN,18,Allen,003,2025-12-30T00:00:00,16.6,0.03,19.0,23.0,15.0
IN,18,Allen,003,2025-12-31T00:00:00,16.1,0.06,27.0,34.0,23.0
