state_abbrev,state_fips,county_name,county_fips,date,AWND,PRCP,TAVG,TMAX,TMIN,TSUN
IN,18,Allen,003,2013-12-15T00:00:00,14.8,0.0,20.0,25.0,7.0,
IN,18,Allen,003,2013-12-16T00:00:00,4.5,0.12,14.0,20.0,9.0,
IN,18,Allen,003,2013-12-17T00:00:00,11.6,0.01,20.0,28.0,19.0,
IN,18,Allen,003,2013-12-18T00:00:00,11.4,0.0,21.0,34.0,10.0,
IN,18,Allen,003,2013-12-19T00:00:00,9.4,0.0,34.0,41.0,32.0,
IN,18,Allen,003,2013-12-20T00:00:00,11.2,0.25,43.0,55.0,39.0,
IN,18,Allen,003,2013-12-21T00:00:00,9.2,1.56,42.0,53.0,34.0,
IN,18,Allen,003,2013-12-22T00:00:00,14.8,0.13,36.0,39.0,32.0,
IN,18,Allen,003,2013-12-23T00:00:00,15.0,0.0,29.0,32.0,13.0,
IN,18,Allen,003,2013-12-24T00:00:00,9.6,0.0,13.0,19.0,4.0,
IN,18,Allen,003,2013-12-25T00:00:00,11.4,0.0,20.0,27.0,16.0,
IN,18,Allen,003,2013-12-26T00:00:00,13.4,0.01,26.0,32.0,20.0,
IN,18,Allen,003,2013-12-27T00:00:00,11.0,0.0,33.0,43.0,24.0,
IN,18,Allen,003,2013-12-28T00:00:00,12.3,0.0,38.0,49.0,33.0,
IN,18,Allen,003,2013-12-29T00:00:00,11.4,0.0,38.0,44.0,26.0,
IN,18,Allen,003,2013-12-30T00:00:00,8.1,0.01,23.0,26.0,18.0,
IN,18,Allen,003,2013-12-31T00:00:00,10.3,0.04,16.0,19.0,10.0,
IN,18,Allen,003,2014-01-01T00:00:00,13.2,0.13,19.0,22.0,15.0,
IN,18,Allen,003,2014-01-02T00:00:00,15.9,0.31,15.0,16.0,2.0,
IN,18,Allen,003,2014-01-03T00:00:00,8.1,0.0,3.0,14.0,-10.0,
IN,18,Allen,003,2014-01-04T00:00:00,14.3,0.0,20.0,35.0,12.0,
IN,18,Allen,003,2014-01-05T00:00:00,9.8,0.84,31.0,35.0,20.0,
IN,18,Allen,003,2014-01-06T00:00:00,22.8,0.0,2.0,20.0,-14.0,
IN,18,Allen,003,2014-01-07T00:00:00,14.3,0.0,-9.0,8.0,-15.0,
IN,18,Allen,003,2014-01-08T00:00:00,4.0,0.0,10.0,18.0,3.0,
IN,18,Allen,003,2014-01-09T00:00:00,4.9,0.05,11.0,28.0,1.0,
IN,18,Allen,003,2014-01-10T00:00:00,8.3,0.43,31.0,39.0,28.0,
IN,18,Allen,003,2014-01-11T00:00:00,14.3,0.1,37.0,40.0,33.0,
IN,18,Allen,003,2014-01-12T00:00:00,13.0,0.0,33.0,40.0,30.0,
IN,18,Allen,003,2014-01-13T00:00:00,13.2,0.0,41.0,45.0,34.0,
IN,18,Allen,003,2014-01-14T00:00:00,13.6,0.0,34.0,40.0,23.0,
IN,18,Allen,003,2014-01-15T00:00:00,14.8,0.0,25.0,27.0,19.0,
IN,18,Allen,003,2014-01-16T00:00:00,16.8,0.14,22.0,30.0,17.0,
IN,18,Allen,003,2014-01-17T00:00:00,10.7,0.0,22.0,27.0,6.0,
IN,18,Allen,003,2014-01-18T00:00:00,9.2,0.13,13.0,20.0,6.0,
IN,18,Allen,003,2014-01-19T00:00:00,16.1,0.0,20.0,34.0,13.0,
IN,18,Allen,003,2014-01-20T00:00:00,10.3,0.01,32.0,36.0,24.0,
IN,18,Allen,003,2014-01-21T00:00:00,11.9,0.02,15.0,24.0,-4.0,
IN,18,Allen,003,2014-01-22T00:00:00,9.6,0.05,4.0,14.0,-3.0,
IN,18,Allen,003,2014-01-23T00:00:00,15.7,0.0,4.0,9.0,-3.0,
IN,18,Allen,003,2014-01-24T00:00:00,19.2,0.03,2.0,19.0,-8.0,
IN,18,Allen,003,2014-01-25T00:00:00,20.1,0.11,21.0,31.0,6.0,
IN,18,Allen,003,2014-01-26T00:00:00,14.5,0.16,13.0,37.0,3.0,
IN,18,Allen,003,2014-01-27T00:00:00,19.9,0.03,11.0,23.0,-9.0,
IN,18,Allen,003,2014-01-28T00:00:00,8.5,0.0,-7.0,3.0,-16.0,
IN,18,Allen,003,2014-01-29T00:00:00,12.8,0.0,3.0,18.0,-7.0,
IN,18,Allen,003,2014-01-30T00:00:00,15.2,0.01,16.0,30.0,9.0,
IN,18,Allen,003,2014-01-31T00:00:00,5.8,0.04,29.0,31.0,26.0,
IN,18,Allen,003,2014-02-01T00:00:00,7.6,1.14,31.0,37.0,28.0,
IN,18,Allen,003,2014-02-02T00:00:00,7.6,0.07,28.0,31.0,17.0,
IN,18,Allen,003,2014-02-03T00:00:00,4.3,0.0,17.0,23.0,5.0,
IN,18,Allen,003,2014-02-04T00:00:00,8.3,0.21,13.0,21.0,4.0,
IN,18,Allen,003,2014-02-05T00:00:00,13.4,0.38,21.0,26.0,14.0,
IN,18,Allen,003,2014-02-06T00:00:00,10.5,0.0,12.0,17.0,-5.0,
IN,18,Allen,003,2014-02-07T00:00:00,9.2,0.0,-3.0,9.0,-13.0,
IN,18,Allen,003,2014-02-08T00:00:00,5.1,0.1,4.0,14.0,-5.0,
IN,18,Allen,003,2014-02-09T00:00:00,7.6,0.18,16.0,20.0,3.0,
IN,18,Allen,003,2014-02-10T00:00:00,7.2,0.0,5.0,13.0,-9.0,
IN,18,Allen,003,2014-02-11T00:00:00,2.7,0.0,-1.0,11.0,-16.0,
IN,18,Allen,003,2014-02-12T00:00:00,3.1,0.0,-1.0,20.0,-15.0,
IN,18,Allen,003,2014-02-13T00:00:00,4.7,0.0,11.0,30.0,-2.0,
IN,18,Allen,003,2014-02-14T00:00:00,12.3,0.0,22.0,32.0,18.0,
IN,18,Allen,003,2014-02-15T00:00:00,6.0,0.0,18.0,24.0,8.0,
IN,18,Allen,003,2014-02-16T00:00:00,6.3,0.0,20.0,27.0,15.0,
IN,18,Allen,003,2014-02-17T00:00:00,13.6,0.32,18.0,30.0,10.0,
IN,18,Allen,003,2014-02-18T00:00:00,12.1,0.02,31.0,41.0,27.0,
IN,18,Allen,003,2014-02-19T00:00:00,9.6,0.0,38.0,40.0,27.0,
IN,18,Allen,003,2014-02-20T00:00:00,11.6,1.0,33.0,49.0,28.0,
IN,18,Allen,003,2014-02-21T00:00:00,21.7,0.0,37.0,37.0,32.0,
IN,18,Allen,003,2014-02-22T00:00:00,9.6,0.07,33.0,38.0,27.0,
IN,18,Allen,003,2014-02-23T00:00:00,10.1,0.0,30.0,33.0,20.0,
IN,18,Allen,003,2014-02-24T00:00:00,14.3,0.0,20.0,25.0,14.0,
IN,18,Allen,003,2014-02-25T00:00:00,12.5,0.0,20.0,25.0,14.0,
IN,18,Allen,003,2014-02-26T00:00:00,15.7,0.0,13.0,16.0,5.0,
IN,18,Allen,003,2014-02-27T00:00:00,14.5,0.0,14.0,19.0,1.0,
IN,18,Allen,003,2014-02-28T00:00:00,6.7,0.0,10.0,28.0,-1.0,
IN,18,Allen,003,2014-03-01T00:00:00,7.6,0.03,27.0,36.0,20.0,
IN,18,Allen,003,2014-03-02T00:00:00,6.9,0.3,19.0,21.0,13.0,
IN,18,Allen,003,2014-03-03T00:00:00,6.5,0.0,9.0,14.0,-3.0,
IN,18,Allen,003,2014-03-04T00:00:00,2.7,0.0,9.0,22.0,-1.0,
IN,18,Allen,003,2014-03-05T00:00:00,10.5,0.04,15.0,22.0,4.0,
IN,18,Allen,003,2014-03-06T00:00:00,11.2,0.0,19.0,26.0,14.0,
IN,18,Allen,003,2014-03-07T00:00:00,2.9,0.0,22.0,45.0,7.0,
IN,18,Allen,003,2014-03-08T00:00:00,6.9,0.09,35.0,38.0,27.0,
IN,18,Allen,003,2014-03-09T00:00:00,9.8,0.0,27.0,37.0,15.0,
IN,18,Allen,003,2014-03-10T00:00:00,13.2,0.0,41.0,52.0,35.0,
IN,18,Allen,003,2014-03-11T00:00:00,6.0,0.0,43.0,54.0,36.0,
IN,18,Allen,003,2014-03-12T00:00:00,17.7,0.91,34.0,39.0,13.0,
IN,18,Allen,003,2014-03-13T00:00:00,9.2,0.0,15.0,32.0,-1.0,
IN,18,Allen,003,2014-03-14T00:00:00,18.1,0.0,38.0,52.0,31.0,
IN,18,Allen,003,2014-03-15T00:00:00,10.5,0.0,39.0,43.0,30.0,
IN,18,Allen,003,2014-03-16T00:00:00,19.0,0.0,26.0,31.0,16.0,
IN,18,Allen,003,2014-03-17T00:00:00,11.9,0.0,21.0,34.0,12.0,
IN,18,Allen,003,2014-03-18T00:00:00,8.5,0.0,33.0,51.0,22.0,
IN,18,Allen,003,2014-03-19T00:00:00,17.2,0.05,44.0,50.0,35.0,
IN,18,Allen,003,2014-03-20T00:00:00,10.5,0.0,36.0,44.0,31.0,
IN,18,Allen,003,2014-03-21T00:00:00,9.2,0.01,39.0,56.0,30.0,
IN,18,Allen,003,2014-03-22T00:00:00,11.0,0.0,42.0,53.0,30.0,
IN,18,Allen,003,2014-03-23T00:00:00,9.2,0.0,29.0,34.0,20.0,
IN,18,Allen,003,2014-03-24T00:00:00,5.8,0.0,25.0,35.0,16.0,
IN,18,Allen,003,2014-03-25T00:00:00,11.4,0.03,27.0,33.0,17.0,
IN,18,Allen,003,2014-03-26T00:00:00,5.8,0.0,23.0,36.0,14.0,
IN,18,Allen,003,2014-03-27T00:00:00,14.5,0.13,35.0,49.0,30.0,
IN,18,Allen,003,2014-03-28T00:00:00,17.9,0.05,45.0,51.0,35.0,
IN,18,Allen,003,2014-03-29T00:00:00,10.7,0.26,36.0,40.0,29.0,
IN,18,Allen,003,2014-03-30T00:00:00,5.8,0.0,37.0,53.0,25.0,
IN,18,Allen,003,2014-03-31T00:00:00,9.2,0.0,45.0,65.0,30.0,
IN,18,Allen,003,2014-04-01T00:00:00,17.9,0.06,52.0,55.0,45.0,
IN,18,Allen,003,2014-04-02T00:00:00,4.0,0.0,48.0,60.0,38.0,
IN,18,Allen,003,2014-04-03T00:00:00,18.3,1.81,41.0,47.0,35.0,
IN,18,Allen,003,2014-04-04T00:00:00,17.9,0.02,40.0,54.0,36.0,
IN,18,Allen,003,2014-04-05T00:00:00,8.9,0.0,39.0,50.0,33.0,
IN,18,Allen,003,2014-04-06T00:00:00,5.1,0.0,40.0,54.0,26.0,
IN,18,Allen,003,2014-04-07T00:00:00,12.3,0.92,42.0,51.0,35.0,
IN,18,Allen,003,2014-04-08T00:00:00,9.6,0.02,45.0,57.0,37.0,
IN,18,Allen,003,2014-04-09T00:00:00,6.9,0.0,47.0,60.0,35.0,
IN,18,Allen,003,2014-04-10T00:00:00,15.2,0.01,54.0,72.0,41.0,
IN,18,Allen,003,2014-04-11T00:00:00,4.9,0.0,56.0,68.0,45.0,
IN,18,Allen,003,2014-04-12T00:00:00,13.4,0.0,58.0,77.0,42.0,
IN,18,Allen,003,2014-04-13T00:00:00,15.0,0.0,66.0,77.0,54.0,
IN,18,Allen,003,2014-04-14T00:00:00,17.4,0.21,58.0,70.0,30.0,
IN,18,Allen,003,2014-04-15T00:00:00,12.3,0.0,31.0,36.0,25.0,
IN,18,Allen,003,2014-04-16T00:00:00,10.1,0.0,33.0,48.0,23.0,
IN,18,Allen,003,2014-04-17T00:00:00,11.0,0.0,47.0,67.0,28.0,
IN,18,Allen,003,2014-04-18T00:00:00,8.1,0.0,56.0,69.0,41.0,
IN,18,Allen,003,2014-04-19T00:00:00,12.1,0.0,49.0,61.0,38.0,
IN,18,Allen,003,2014-04-20T00:00:00,4.9,0.0,52.0,75.0,33.0,
IN,18,Allen,003,2014-04-21T00:00:00,8.5,0.02,61.0,79.0,43.0,
IN,18,Allen,003,2014-04-22T00:00:00,14.8,0.0,56.0,59.0,38.0,
IN,18,Allen,003,2014-04-23T00:00:00,6.9,0.0,45.0,59.0,33.0,
IN,18,Allen,003,2014-04-24T00:00:00,13.0,0.0,52.0,60.0,44.0,
IN,18,Allen,003,2014-04-25T00:00:00,9.2,0.36,51.0,63.0,45.0,
IN,18,Allen,003,2014-04-26T00:00:00,11.0,0.01,56.0,67.0,45.0,
IN,18,Allen,003,2014-04-27T00:00:00,20.8,0.0,49.0,62.0,39.0,
IN,18,Allen,003,2014-04-28T00:00:00,19.9,0.47,47.0,50.0,43.0,
IN,18,Allen,003,2014-04-29T00:00:00,13.6,0.08,59.0,76.0,49.0,
IN,18,Allen,003,2014-04-30T00:00:00,12.5,0.0,56.0,66.0,42.0,
IN,18,Allen,003,2014-05-01T00:00:00,17.7,0.0,47.0,53.0,39.0,
IN,18,Allen,003,2014-05-02T00:00:00,13.4,0.0,48.0,54.0,45.0,
IN,18,Allen,003,2014-05-03T00:00:00,14.5,0.01,54.0,68.0,46.0,
IN,18,Allen,003,2014-05-04T00:00:00,10.5,0.0,55.0,60.0,41.0,
IN,18,Allen,003,2014-05-05T00:00:00,11.9,0.0,50.0,60.0,42.0,
IN,18,Allen,003,2014-05-06T00:00:00,15.2,0.0,52.0,68.0,38.0,
IN,18,Allen,003,2014-05-07T00:00:00,11.2,0.0,62.0,86.0,48.0,
IN,18,Allen,003,2014-05-08T00:00:00,11.2,0.0,69.0,89.0,51.0,
IN,18,Allen,003,2014-05-09T00:00:00,14.5,0.32,71.0,76.0,58.0,
IN,18,Allen,003,2014-05-10T00:00:00,5.4,0.0,62.0,74.0,49.0,
IN,18,Allen,003,2014-05-11T00:00:00,8.3,1.11,65.0,85.0,49.0,
IN,18,Allen,003,2014-05-12T00:00:00,12.8,0.43,71.0,84.0,60.0,
IN,18,Allen,003,2014-05-13T00:00:00,13.0,0.47,73.0,82.0,56.0,
IN,18,Allen,003,2014-05-14T00:00:00,8.9,1.41,57.0,58.0,51.0,
IN,18,Allen,003,2014-05-15T00:00:00,11.6,0.27,52.0,62.0,37.0,
IN,18,Allen,003,2014-05-16T00:00:00,3.8,0.0,43.0,52.0,34.0,
IN,18,Allen,003,2014-05-17T00:00:00,7.4,0.03,47.0,55.0,40.0,
IN,18,Allen,003,2014-05-18T00:00:00,4.7,0.0,50.0,64.0,37.0,
IN,18,Allen,003,2014-05-19T00:00:00,7.6,0.0,56.0,68.0,40.0,
IN,18,Allen,003,2014-05-20T00:00:00,11.4,0.22,67.0,82.0,57.0,
IN,18,Allen,003,2014-05-21T00:00:00,7.2,0.01,73.0,85.0,64.0,
IN,18,Allen,003,2014-05-22T00:00:00,8.9,0.0,68.0,73.0,54.0,
IN,18,Allen,003,2014-05-23T00:00:00,6.7,0.0,61.0,72.0,49.0,
IN,18,Allen,003,2014-05-24T00:00:00,2.9,0.0,62.0,77.0,46.0,
IN,18,Allen,003,2014-05-25T00:00:00,3.8,0.0,68.0,83.0,53.0,
IN,18,Allen,003,2014-05-26T00:00:00,7.4,0.0,71.0,87.0,55.0,
IN,18,Allen,003,2014-05-27T00:00:00,9.4,0.29,77.0,88.0,66.0,
IN,18,Allen,003,2014-05-28T00:00:00,5.6,0.0,73.0,84.0,62.0,
IN,18,Allen,003,2014-05-29T00:00:00,8.9,0.0,69.0,82.0,59.0,
IN,18,Allen,003,2014-05-30T00:00:00,8.3,0.0,68.0,83.0,53.0,
IN,18,Allen,003,2014-05-31T00:00:00,6.5,0.0,71.0,86.0,54.0,
IN,18,Allen,003,2014-06-01T00:00:00,8.3,0.0,73.0,88.0,57.0,
IN,18,Allen,003,2014-06-02T00:00:00,16.8,0.11,76.0,82.0,69.0,
IN,18,Allen,003,2014-06-03T00:00:00,13.2,0.0,75.0,87.0,59.0,
IN,18,Allen,003,2014-06-04T00:00:00,9.8,0.76,63.0,64.0,55.0,
IN,18,Allen,003,2014-06-05T00:00:00,4.0,0.0,62.0,76.0,49.0,
IN,18,Allen,003,2014-06-06T00:00:00,2.5,0.0,67.0,81.0,51.0,
IN,18,Allen,003,2014-06-07T00:00:00,5.1,0.0,69.0,82.0,53.0,
IN,18,Allen,003,2014-06-08T00:00:00,10.1,0.78,69.0,77.0,61.0,
IN,18,Allen,003,2014-06-09T00:00:00,5.1,0.0,67.0,77.0,59.0,
IN,18,Allen,003,2014-06-10T00:00:00,10.1,0.13,67.0,76.0,58.0,
IN,18,Allen,003,2014-06-11T00:00:00,9.6,0.02,69.0,76.0,65.0,
IN,18,Allen,003,2014-06-12T00:00:00,9.6,0.0,70.0,81.0,64.0,
IN,18,Allen,003,2014-06-13T00:00:00,10.5,0.0,69.0,73.0,49.0,
IN,18,Allen,003,2014-06-14T00:00:00,3.6,0.0,62.0,78.0,45.0,
IN,18,Allen,003,2014-06-15T00:00:00,10.1,0.0,68.0,84.0,50.0,
IN,18,Allen,003,2014-06-16T00:00:00,8.5,0.0,78.0,89.0,69.0,
IN,18,Allen,003,2014-06-17T00:00:00,15.7,0.0,81.0,93.0,70.0,
IN,18,Allen,003,2014-06-18T00:00:00,8.9,1.73,80.0,92.0,69.0,
IN,18,Allen,003,2014-06-19T00:00:00,7.6,0.49,74.0,84.0,68.0,
IN,18,Allen,003,2014-06-20T00:00:00,6.7,0.16,71.0,82.0,66.0,
IN,18,Allen,003,2014-06-21T00:00:00,4.9,0.0,70.0,82.0,64.0,
IN,18,Allen,003,2014-06-22T00:00:00,6.9,1.1,74.0,84.0,66.0,
IN,18,Allen,003,2014-06-23T00:00:00,6.9,0.36,74.0,86.0,65.0,
IN,18,Allen,003,2014-06-24T00:00:00,6.3,0.1,73.0,81.0,68.0,
IN,18,Allen,003,2014-06-25T00:00:00,4.7,0.0,74.0,85.0,65.0,
IN,18,Allen,003,2014-06-26T00:00:00,3.6,0.0,73.0,85.0,64.0,
IN,18,Allen,003,2014-06-27T00:00:00,6.0,0.0,75.0,86.0,64.0,
IN,18,Allen,003,2014-06-28T00:00:00,6.5,0.07,76.0,84.0,71.0,
IN,18,Allen,003,2014-06-29T00:00:00,11.4,0.0,78.0,86.0,71.0,
IN,18,Allen,003,2014-06-30T00:00:00,10.3,0.0,75.0,83.0,69.0,
IN,18,Allen,003,2014-07-01T00:00:00,11.0,0.55,75.0,84.0,66.0,
IN,18,Allen,003,2014-07-02T00:00:00,10.5,0.0,73.0,79.0,64.0,
IN,18,Allen,003,2014-07-03T00:00:00,8.5,0.01,66.0,74.0,56.0,
IN,18,Allen,003,2014-07-04T00:00:00,5.1,0.0,66.0,78.0,52.0,
IN,18,Allen,003,2014-07-05T00:00:00,5.1,0.0,68.0,80.0,53.0,
IN,18,Allen,003,2014-07-06T00:00:00,11.0,0.01,71.0,81.0,64.0,
IN,18,Allen,003,2014-07-07T00:00:00,13.2,0.06,76.0,86.0,71.0,
IN,18,Allen,003,2014-07-08T00:00:00,13.9,0.13,75.0,82.0,68.0,
IN,18,Allen,003,2014-07-09T00:00:00,7.6,0.0,72.0,81.0,60.0,
IN,18,Allen,003,2014-07-10T00:00:00,4.7,0.0,69.0,78.0,57.0,
IN,18,Allen,003,2014-07-11T00:00:00,2.9,0.0,69.0,82.0,54.0,
IN,18,Allen,003,2014-07-12T00:00:00,8.9,0.0,75.0,86.0,67.0,
IN,18,Allen,003,2014-07-13T00:00:00,10.5,0.02,78.0,85.0,67.0,
IN,18,Allen,003,2014-07-14T00:00:00,7.8,0.12,74.0,86.0,65.0,
IN,18,Allen,003,2014-07-15T00:00:00,10.1,0.0,65.0,71.0,54.0,
IN,18,Allen,003,2014-07-16T00:00:00,5.4,0.0,61.0,71.0,52.0,
IN,18,Allen,003,2014-07-17T00:00:00,2.2,0.0,63.0,76.0,48.0,
IN,18,Allen,003,2014-07-18T00:00:00,3.8,0.0,65.0,77.0,50.0,
IN,18,Allen,003,2014-07-19T00:00:00,4.3,0.0,67.0,76.0,58.0,
IN,18,Allen,003,2014-07-20T00:00:00,2.9,0.0,69.0,82.0,55.0,
IN,18,Allen,003,2014-07-21T00:00:00,2.0,0.0,73.0,87.0,59.0,
IN,18,Allen,003,2014-07-22T00:00:00,7.6,0.0,77.0,89.0,62.0,
IN,18,Allen,003,2014-07-23T00:00:00,8.1,0.18,74.0,78.0,63.0,
IN,18,Allen,003,2014-07-24T00:00:00,6.7,0.0,68.0,77.0,54.0,
IN,18,Allen,003,2014-07-25T00:00:00,8.1,0.0,66.0,77.0,54.0,
IN,18,Allen,003,2014-07-26T00:00:00,4.9,0.37,69.0,80.0,59.0,
IN,18,Allen,003,2014-07-27T00:00:00,8.5,0.55,73.0,83.0,63.0,
IN,18,Allen,003,2014-07-28T00:00:00,9.6,0.0,66.0,72.0,53.0,
IN,18,Allen,003,2014-07-29T00:00:00,6.3,0.0,60.0,75.0,48.0,
IN,18,Allen,003,2014-07-30T00:00:00,4.9,0.0,66.0,78.0,57.0,
IN,18,Allen,003,2014-07-31T00:00:00,6.0,0.0,68.0,81.0,56.0,
IN,18,Allen,003,2014-08-01T00:00:00,4.3,0.0,71.0,82.0,60.0,
IN,18,Allen,003,2014-08-02T00:00:00,6.0,0.13,69.0,83.0,59.0,
IN,18,Allen,003,2014-08-03T00:00:00,3.8,0.0,71.0,84.0,58.0,
IN,18,Allen,003,2014-08-04T00:00:00,3.8,0.0,72.0,85.0,59.0,
IN,18,Allen,003,2014-08-05T00:00:00,2.7,0.06,70.0,80.0,63.0,
IN,18,Allen,003,2014-08-06T00:00:00,4.0,0.0,70.0,79.0,62.0,
IN,18,Allen,003,2014-08-07T00:00:00,3.1,0.0,69.0,79.0,56.0,
IN,18,Allen,003,2014-08-08T00:00:00,9.2,0.0,69.0,82.0,57.0,
IN,18,Allen,003,2014-08-09T00:00:00,11.2,0.0,70.0,82.0,59.0,
IN,18,Allen,003,2014-08-10T00:00:00,9.2,0.0,73.0,86.0,63.0,
IN,18,Allen,003,2014-08-11T00:00:00,6.3,1.85,73.0,78.0,67.0,
IN,18,Allen,003,2014-08-12T00:00:00,11.9,0.01,68.0,71.0,59.0,
IN,18,Allen,003,2014-08-13T00:00:00,8.1,0.0,65.0,77.0,54.0,
IN,18,Allen,003,2014-08-14T00:00:00,6.5,0.0,66.0,73.0,52.0,
IN,18,Allen,003,2014-08-15T00:00:00,4.9,0.0,59.0,75.0,43.0,
IN,18,Allen,003,2014-08-16T00:00:00,11.0,0.0,63.0,77.0,48.0,
IN,18,Allen,003,2014-08-17T00:00:00,3.6,0.0,72.0,81.0,62.0,
IN,18,Allen,003,2014-08-18T00:00:00,4.5,0.0,72.0,84.0,62.0,
IN,18,Allen,003,2014-08-19T00:00:00,6.0,0.15,73.0,85.0,62.0,
IN,18,Allen,003,2014-08-20T00:00:00,6.7,0.0,73.0,84.0,65.0,
IN,18,Allen,003,2014-08-21T00:00:00,6.9,1.26,72.0,79.0,69.0,
IN,18,Allen,003,2014-08-22T00:00:00,6.5,2.33,74.0,85.0,68.0,
IN,18,Allen,003,2014-08-23T00:00:00,5.6,0.12,76.0,84.0,68.0,
IN,18,Allen,003,2014-08-24T00:00:00,7.6,0.0,74.0,84.0,66.0,
IN,18,Allen,003,2014-08-25T00:00:00,3.8,0.0,77.0,89.0,68.0,
IN,18,Allen,003,2014-08-26T00:00:00,4.5,0.0,74.0,86.0,66.0,
IN,18,Allen,003,2014-08-27T00:00:00,4.9,0.09,74.0,83.0,65.0,
IN,18,Allen,003,2014-08-28T00:00:00,5.8,0.0,69.0,78.0,60.0,
IN,18,Allen,003,2014-08-29T00:00:00,7.6,0.0,70.0,82.0,61.0,
IN,18,Allen,003,2014-08-30T00:00:00,8.9,0.0,75.0,83.0,69.0,
IN,18,Allen,003,2014-08-31T00:00:00,6.3,0.04,74.0,82.0,68.0,
IN,18,Allen,003,2014-09-01T00:00:00,11.9,0.02,75.0,83.0,67.0,
IN,18,Allen,003,2014-09-02T00:00:00,7.6,0.17,71.0,78.0,63.0,
IN,18,Allen,003,2014-09-03T00:00:00,3.8,0.0,71.0,83.0,60.0,
IN,18,Allen,003,2014-09-04T00:00:00,7.6,0.01,73.0,86.0,61.0,
IN,18,Allen,003,2014-09-05T00:00:00,9.6,0.45,78.0,90.0,69.0,
IN,18,Allen,003,2014-09-06T00:00:00,5.6,0.01,70.0,74.0,57.0,
IN,18,Allen,003,2014-09-07T00:00:00,4.5,0.0,63.0,75.0,50.0,
IN,18,Allen,003,2014-09-08T00:00:00,4.7,0.0,64.0,77.0,53.0,
IN,18,Allen,003,2014-09-09T00:00:00,3.6,0.0,64.0,76.0,52.0,
IN,18,Allen,003,2014-09-10T00:00:00,13.0,3.24,69.0,76.0,63.0,
IN,18,Allen,003,2014-09-11T00:00:00,10.1,0.0,62.0,66.0,54.0,
IN,18,Allen,003,2014-09-12T00:00:00,6.0,0.0,56.0,59.0,54.0,
IN,18,Allen,003,2014-09-13T00:00:00,7.8,0.07,55.0,62.0,45.0,
IN,18,Allen,003,2014-09-14T00:00:00,2.9,0.0,53.0,67.0,44.0,
IN,18,Allen,003,2014-09-15T00:00:00,2.5,0.33,52.0,59.0,46.0,
IN,18,Allen,003,2014-09-16T00:00:00,2.9,0.0,56.0,66.0,47.0,
IN,18,Allen,003,2014-09-17T00:00:00,2.7,0.0,54.0,68.0,42.0,
IN,18,Allen,003,2014-09-18T00:00:00,4.9,0.0,57.0,71.0,44.0,
IN,18,Allen,003,2014-09-19T00:00:00,6.5,0.0,58.0,70.0,48.0,
IN,18,Allen,003,2014-09-20T00:00:00,11.4,0.56,62.0,80.0,50.0,
IN,18,Allen,003,2014-09-21T00:00:00,15.4,0.04,65.0,69.0,49.0,
IN,18,Allen,003,2014-09-22T00:00:00,6.7,0.0,53.0,65.0,43.0,
IN,18,Allen,003,2014-09-23T00:00:00,1.6,0.0,55.0,72.0,41.0,
IN,18,Allen,003,2014-09-24T00:00:00,5.1,0.0,59.0,76.0,45.0,
IN,18,Allen,003,2014-09-25T00:00:00,3.4,0.0,61.0,77.0,45.0,
IN,18,Allen,003,2014-09-26T00:00:00,5.1,0.0,62.0,79.0,51.0,
IN,18,Allen,003,2014-09-27T00:00:00,4.7,0.0,63.0,78.0,52.0,
IN,18,Allen,003,2014-09-28T00:00:00,1.8,0.0,65.0,80.0,52.0,
IN,18,Allen,003,2014-09-29T00:00:00,2.7,0.0,64.0,80.0,50.0,
IN,18,Allen,003,2014-09-30T00:00:00,6.5,0.0,57.0,62.0,51.0,
IN,18,Allen,003,2014-10-01T00:00:00,5.1,0.0,55.0,67.0,45.0,
IN,18,Allen,003,2014-10-02T00:00:00,6.7,0.08,62.0,82.0,51.0,
IN,18,Allen,003,2014-10-03T00:00:00,14.3,0.65,65.0,70.0,45.0,
IN,18,Allen,003,2014-10-04T00:00:00,14.5,0.01,44.0,46.0,40.0,
IN,18,Allen,003,2014-10-05T00:00:00,13.2,0.02,47.0,57.0,38.0,
IN,18,Allen,003,2014-10-06T00:00:00,9.6,0.38,51.0,60.0,42.0,
IN,18,Allen,003,2014-10-07T00:00:00,8.7,0.41,51.0,62.0,43.0,
IN,18,Allen,003,2014-10-08T00:00:00,10.5,0.0,53.0,63.0,42.0,
IN,18,Allen,003,2014-10-09T00:00:00,6.3,0.0,51.0,62.0,41.0,
IN,18,Allen,003,2014-10-10T00:00:00,5.8,0.0,47.0,56.0,40.0,
IN,18,Allen,003,2014-10-11T00:00:00,6.5,0.0,48.0,58.0,36.0,
IN,18,Allen,003,2014-10-12T00:00:00,7.2,0.0,47.0,63.0,34.0,
IN,18,Allen,003,2014-10-13T00:00:00,11.9,0.2,64.0,76.0,56.0,
IN,18,Allen,003,2014-10-14T00:00:00,10.5,0.51,65.0,67.0,54.0,
IN,18,Allen,003,2014-10-15T00:00:00,4.9,0.03,55.0,60.0,51.0,
IN,18,Allen,003,2014-10-16T00:00:00,7.8,0.0,56.0,66.0,50.0,
IN,18,Allen,003,2014-10-17T00:00:00,15.2,0.0,57.0,68.0,51.0,
IN,18,Allen,003,2014-10-18T00:00:00,10.3,0.16,50.0,52.0,42.0,
IN,18,Allen,003,2014-10-19T00:00:00,5.8,0.0,44.0,54.0,32.0,
